TABLENAME,DM_USERID,DM_SERVICEID,DM_TRANSACTIONID,DM_SERVERTIMESTAMP,DM_APPTIMESTAMP,DM_ACTIVITYTYPE,DM_CLASSKEY,PREIMAGE,POSTIMAGE
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-2bff670e:16ddf15c089:5938,2019-10-18:15:10:53:000158,2019-10-18:05:10:49:000879,MODIFY         ,:GSGUK:1900830159:BP0031006:1:1:743562,GSGUK|1900830159|BP0031006|1|1|743562|1|CR|635|PERCPARV|622|||.849275||.00849275||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|SHACKLETON CLO LTD AAFF 0728|INTR - SGSS - KY - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US81881GAC24||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||1,GSGUK|1900830159|BP0031006|1|1|743562|1|CR|635|PERCPARV|622|||.849275||.00849275||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|SHACKLETON CLO LTD AAFF 0728|INTR - SGSS - KY - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US81881GAC24||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-5be5feb6:16ddf6cde1d:46f,2019-10-18:15:23:17:000967,2019-10-18:05:23:17:000146,MODIFY         ,:GSGUK:1900790010:BP0031006:1:1:151491,"GSGUK|1900790010|BP0031006|1|1|151491|1|CR|635|PERCPARV|622|||.3329167||.003329167||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|WFRBS CIAL.MGT TR 3,9950 0547|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US92890FAU03||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||4","GSGUK|1900790010|BP0031006|1|1|151491|1|CR|635|PERCPARV|622|||.3329167||.003329167||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|WFRBS CIAL.MGT TR 3,9950 0547|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US92890FAU03||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||5"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-5be5feb6:16ddf6cde1d:ae1,2019-10-18:15:23:20:000448,2019-10-18:05:23:19:000657,MODIFY         ,:GSGUK:1900810870:BP0031006:1:1:872255,"GSGUK|1900810870|BP0031006|1|1|872255|1|CR|635|PERCPARV|622|||.24325||.0024325||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|BBCMS MTGE 19 C4 2,9190 0852|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US07335CAF14||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||3","GSGUK|1900810870|BP0031006|1|1|872255|1|CR|635|PERCPARV|622|||.24325||.0024325||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|BBCMS MTGE 19 C4 2,9190 0852|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US07335CAF14||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||4"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-5be5feb6:16ddf6cde1d:8ef,2019-10-18:15:23:19:000395,2019-10-18:05:23:18:000574,MODIFY         ,:GSGUK:1900790009:BP0031006:1:1:152262,"GSGUK|1900790009|BP0031006|1|1|152262|1|CR|635|PERCPARV|622|||.311||.00311||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|MORGAN STANLEY BAM 3,7320 0548|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US61765LAU44||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||3","GSGUK|1900790009|BP0031006|1|1|152262|1|CR|635|PERCPARV|622|||.311||.00311||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|MORGAN STANLEY BAM 3,7320 0548|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||IPRPM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US61765LAU44||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||4"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-527c5ccf:16e118dbc30:47b2,2019-10-28:10:17:10:000644,2019-10-28:11:17:03:000355,MODIFY         ,:GSGPM:1900838988:BP0000121:1:1:678561,GSGPM|1900838988|BP0000121|1|1|678561|1|CR|635|PERCPARV|622|||1.1||11||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|EXANE FINANCE AAFF 1020|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FREXA0007940||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4,GSGPM|1900838988|BP0000121|1|1|678561|1|CR|635|PERCPARV|622|||1.1||11||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|EXANE FINANCE AAFF 1020|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FREXA0007940||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-527c5ccf:16e118dbc30:46a8,2019-10-28:10:17:10:000633,2019-10-28:11:16:42:000410,MODIFY         ,:GSGPM:1900838987:BP0000121:1:1:746046,GSGPM|1900838987|BP0000121|1|1|746046|1|CR|635|PERCPARV|622|||.89||8.9||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|EXANE FINANCE AAFF 0621|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FREXA0011728||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4,GSGPM|1900838987|BP0000121|1|1|746046|1|CR|635|PERCPARV|622|||.89||8.9||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|EXANE FINANCE AAFF 0621|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FREXA0011728||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::58f47d0b:16e11b36bf0:788a,2019-10-28:10:20:40:000812,2019-10-28:11:20:23:000101,MODIFY         ,:GSGPM:1900826832:BP0000121:1:1:879884,GSGPM|1900826832|BP0000121|1|1|879884|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|UNIBAI NCP PRE-CPTE   28102019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125872921||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6,GSGPM|1900826832|BP0000121|1|1|879884|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|UNIBAI NCP PRE-CPTE   28102019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125872921||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::5990d50b:16e1292f895:-571b,2019-10-28:13:53:12:000819,2019-10-28:02:52:56:000313,MODIFY         ,:GSGPM:1900825311:BP0000121:1:1:55761,GSGPM|1900825311|BP0000121|1|1|55761|1|CR|635|PERCPARV|622|||.28361||283.61||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|CFHL-1 2014 FCT EURIBO 0454|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0011782416||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900825311|BP0000121|1|1|55761|1|CR|635|PERCPARV|622|||.28361||283.61||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|CFHL-1 2014 FCT EURIBO 0454|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0011782416||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::69ccb884:16e3513effe:3d73,2019-11-04:07:17:55:000793,2019-11-04:08:17:54:000604,MODIFY         ,:GSGUK:1900732873:BP0031006:1:1:149160,"GSGUK|1900732873|BP0031006|1|1|149160|1|CR|635|PERCPARV|622|||2.9375||29.375||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|HSBC BANK USA NA 5,8750 1134|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US4042Q1AA55||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||3","GSGUK|1900732873|BP0031006|1|1|149160|1|CR|635|PERCPARV|622|||2.9375||29.375||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|HSBC BANK USA NA 5,8750 1134|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US4042Q1AA55||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||4"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::69ccb884:16e354f1018:5fd3,2019-11-04:08:35:19:000393,2019-11-04:09:30:03:000106,MODIFY         ,:GSGDE:1900827204:BP0031006:1:1:771986,"GSGDE|1900827204|BP0031006|1|1|771986|1|CR|635|PERCPARV|622|||1.6875||33.75||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|JAPAN BK FOR INTL 3,3750 1023|INTR - SGSS - JP - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US471048BU18||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||5","GSGDE|1900827204|BP0031006|1|1|771986|1|CR|635|PERCPARV|622|||1.6875||33.75||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|JAPAN BK FOR INTL 3,3750 1023|INTR - SGSS - JP - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US471048BU18||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||6"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::c3e7223:16e357c4ef0:-70e7,2019-11-04:08:36:35:000807,2019-11-04:09:25:09:000501,MODIFY         ,:GSGPM:1900803186:BP0000196:1:1:63025,GSGPM|1900803186|BP0000196|1|1|63025|1|CR|635|AMNTSHAR|622|.44|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|GRSS|656||662|INDITEX-INDUS.DISE|DVCA - SGSS - ES - INCPYMNT|SOCIETE GENERALE SUC ESPAGNE|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.3564|.44|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||19||||||||ISIN|ES0148396007||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7,GSGPM|1900803186|BP0000196|1|1|63025|1|CR|635|AMNTSHAR|622|.44|EUR|||||||||RDTODEC|623|2||||CSH|621|PPAD|636|||STP|21|21|1|GRSS|656||662|INDITEX-INDUS.DISE|DVCA - SGSS - ES - INCPYMNT|SOCIETE GENERALE SUC ESPAGNE|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.3564|.44|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||19||||||||ISIN|ES0148396007||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||8
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-596dcc03:16e6a94bab8:-3aff,2019-11-14:15:50:14:000931,2019-11-14:04:48:39:000071,MODIFY         ,:GSGUK:1900824818:BP0031087:1:1:378395,GSGUK|1900824818|BP0031087|1|1|378395|1|CR|635|AMNTSHAR|622|.1|GBP|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1||656|OFFR|662|APC TECH GRP PLC|EXOF - SGSS - GB - MAND|GSSHUK|||11111111111111111111111111111111111111111|0||AUTH|675||EXOF|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|GB0000373984||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2,GSGUK|1900824818|BP0031087|1|1|378395|1|CR|635|AMNTSHAR|622|.1|GBP|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1||656|OFFR|662|APC TECH GRP PLC|EXOF - SGSS - GB - MAND|GSSHUK|||11111111111111111111111111111111111111111|0||AUTH|675||EXOF|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|GB0000373984||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-4f11f409:16e354626b2:50ee,2019-11-04:08:38:44:000042,2019-11-04:09:32:06:000502,MODIFY         ,:G:1900851666:BP0000222:1:1:270430,G|1900851666|BP0000222|1|1|270430|1|CR|635|AMNTSHAR|622|.0035|USD||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|UBS AG (LONDON) AAFF 0326|TNDP - SGSS - GB - INCPYMNT|SUPER BP|||11111111111111111111111111111111111111111|0|||675||TNDP|601||.0035|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||1,G|1900851666|BP0000222|1|1|270430|1|CR|635|AMNTSHAR|622|.0035|USD||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1|GRSS|656||662|UBS AG (LONDON) AAFF 0326|TNDP - SGSS - GB - INCPYMNT|SUPER BP|||11111111111111111111111111111111111111111|0|||675||TNDP|601||.0035|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-4f11f409:16e354626b2:50ee,2019-11-04:08:38:45:000020,2019-11-04:09:32:06:000502,MODIFY         ,:GSGPM:1900851666:BP0000145:1:1:270430,GSGPM|1900851666|BP0000145|1|1|270430|1|CR|635|AMNTSHAR|622|.0035|USD|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|GRSS|656||662|UBS AG (LONDON) AAFF 0326|TNDP - SGSS - GB - INCPYMNT|BBH BOSTON|||11111111111111111111111111111111111111111|0|||675||TNDP|601||.0035|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||1,GSGPM|1900851666|BP0000145|1|1|270430|1|CR|635|AMNTSHAR|622|.0035|USD|||||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1|GRSS|656||662|UBS AG (LONDON) AAFF 0326|TNDP - SGSS - GB - INCPYMNT|BBH BOSTON|||11111111111111111111111111111111111111111|0|||675||TNDP|601||.0035|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-1e3b0ac2:16e352b82e4:-2714,2019-11-04:07:18:07:000867,2019-11-04:08:18:05:000356,MODIFY         ,:GSGUK:1900733028:BP0031006:1:1:147718,"GSGUK|1900733028|BP0031006|1|1|147718|1|CR|635|PERCPARV|622|||2.2||22||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|AMGEN INC. 4,4000 0545|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US031162BZ23||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||4","GSGUK|1900733028|BP0031006|1|1|147718|1|CR|635|PERCPARV|622|||2.2||22||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|AMGEN INC. 4,4000 0545|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US031162BZ23||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||5"
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::-562c7755:1756966264a:674a,2020-10-27:10:00:42:000653,2020-10-27:11:00:30:000144,MODIFY         ,:G:2001096427:BP0000222:1:1:31520,G|2001096427|BP0000222|1|1|31520|1|CR|635|AMNTSHAR|622|6.46|EUR||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|PARTENARIAT ET PROXIM.2 A FIP|LIQU - SGSS - FR - MAND|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||LIQU|601|6.46|6.46|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010926238||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||1,G|2001096427|BP0000222|1|1|31520|1|CR|635|AMNTSHAR|622|6.46|EUR||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1|GRSS|656||662|PARTENARIAT ET PROXIM.2 A FIP|LIQU - SGSS - FR - MAND|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||LIQU|601|6.46|6.46|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010926238||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::-562c7755:1756966264a:674a,2020-10-27:10:00:43:000226,2020-10-27:11:00:30:000144,MODIFY         ,:GSGPM:2001096427:BP0000121:1:1:31520,GSGPM|2001096427|BP0000121|1|1|31520|1|CR|635|AMNTSHAR|622|6.46|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|GRSS|656||662|PARTENARIAT ET PROXIM.2 A FIP|LIQU - SGSS - FR - MAND|EUROCLEAR FRANCE|||111111111111111111111111111111111111111111111111111111|0|||675||LIQU|601|6.46|6.46|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010926238||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||1,GSGPM|2001096427|BP0000121|1|1|31520|1|CR|635|AMNTSHAR|622|6.46|EUR|||||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1|GRSS|656||662|PARTENARIAT ET PROXIM.2 A FIP|LIQU - SGSS - FR - MAND|EUROCLEAR FRANCE|||111111111111111111111111111111111111111111111111111111|0|||675||LIQU|601|6.46|6.46|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010926238||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::740d0847:17568ed55b4:-50bd,2020-10-27:07:25:25:000959,2020-10-27:08:25:04:000023,MODIFY         ,:G:2001074351:BP0000222:1:1:143711,G|2001074351|BP0000222|1|1|143711|1|CR|635|AMNTSHAR|622|15.95|USD||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1||656|OFFR|662|BITAUTO HLD LTD DEP RECEIPT|MRGR - SGSS - KY - MAND|SUPER BP|||111111111111111111111111111111111111111111111111111111|0||AUTH|675||MRGR|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US0917271076||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2,G|2001074351|BP0000222|1|1|143711|1|CR|635|AMNTSHAR|622|15.95|USD||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1||656|OFFR|662|BITAUTO HLD LTD DEP RECEIPT|MRGR - SGSS - KY - MAND|SUPER BP|||111111111111111111111111111111111111111111111111111111|0||AUTH|675||MRGR|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US0917271076||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::740d0847:17568ed55b4:-50bd,2020-10-27:07:25:26:000701,2020-10-27:08:25:04:000023,MODIFY         ,:GSGPM:2001074351:BP0000161:1:1:143711,GSGPM|2001074351|BP0000161|1|1|143711|1|CR|635|AMNTSHAR|622|15.95|USD|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|BITAUTO HLD LTD DEP RECEIPT|MRGR - SGSS - KY - MAND|BNP PARIBAS USA NEW YORK BRANC|||111111111111111111111111111111111111111111111111111111|0||AUTH|675||MRGR|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US0917271076||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2,GSGPM|2001074351|BP0000161|1|1|143711|1|CR|635|AMNTSHAR|622|15.95|USD|||||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1||656|OFFR|662|BITAUTO HLD LTD DEP RECEIPT|MRGR - SGSS - KY - MAND|BNP PARIBAS USA NEW YORK BRANC|||111111111111111111111111111111111111111111111111111111|0||AUTH|675||MRGR|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US0917271076||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::62da1349:175b77b618b:-29b6,2020-11-11:13:38:40:000792,2020-11-11:02:37:41:000694,MODIFY         ,:G:2001108055:BP0000222:1:1:518879,G|2001108055|BP0000222|1|1|518879|1|CR|635|AMNTSHAR|622|.01|USD||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|JPM US SEL.EQ.PL.A PERF USD D.|DVCA - SGSS - LU - INCPYMNT|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||DVCA|601||.01|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|LU0281482678||516||998|||||||||||||658|||||2231|||||||B|3081|||||||||||||100||||||||||||||||||||||||||||||1,G|2001108055|BP0000222|1|1|518879|1|CR|635|AMNTSHAR|622|.01|USD||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1|GRSS|656||662|JPM US SEL.EQ.PL.A PERF USD D.|DVCA - SGSS - LU - INCPYMNT|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||DVCA|601||.01|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|LU0281482678||516||998|||||||||||||658|||||2231|||||||B|3081|||||||||||||100||||||||||||||||||||||||||||||2
